data_type,model_type,item_id,source_id,worker_id,question,answer
tifa160,sd1dot5,tifa160_147,partiprompt_1086,4387897261,How consistent is the image with the text description?,5
tifa160,sd1dot5,tifa160_147,partiprompt_1086,4389767429,How consistent is the image with the text description?,5
tifa160,sd1dot5,tifa160_145,partiprompt_931,4375840905,How consistent is the image with the text description?,4
tifa160,sd1dot5,tifa160_145,partiprompt_931,4375843592,How consistent is the image with the text description?,5
tifa160,sd1dot5,tifa160_145,partiprompt_931,4379690288,How consistent is the image with the text description?,5
tifa160,sd1dot5,tifa160_145,partiprompt_931,4387897261,How consistent is the image with the text description?,4
tifa160,sd1dot5,tifa160_145,partiprompt_931,4389767429,How consistent is the image with the text description?,5
tifa160,sd1dot1,tifa160_103,coco_572796,4375840905,How consistent is the image with the text description?,2
tifa160,sd1dot1,tifa160_103,coco_572796,4375843592,How consistent is the image with the text description?,2
tifa160,sd1dot1,tifa160_103,coco_572796,4379690288,How consistent is the image with the text description?,3
tifa160,sd1dot1,tifa160_103,coco_572796,4387897261,How consistent is the image with the text description?,4
tifa160,sd1dot1,tifa160_103,coco_572796,4389767429,How consistent is the image with the text description?,3
tifa160,vq-diffusion,tifa160_41,coco_366619,4375840905,How consistent is the image with the text description?,3
tifa160,vq-diffusion,tifa160_41,coco_366619,4375843592,How consistent is the image with the text description?,3
tifa160,vq-diffusion,tifa160_41,coco_366619,4379690288,How consistent is the image with the text description?,4
tifa160,vq-diffusion,tifa160_41,coco_366619,4387897261,How consistent is the image with the text description?,3
tifa160,vq-diffusion,tifa160_41,coco_366619,4389767429,How consistent is the image with the text description?,4
tifa160,mini-dalle,tifa160_52,coco_816278,4375840905,How consistent is the image with the text description?,4
tifa160,mini-dalle,tifa160_52,coco_816278,4375843592,How consistent is the image with the text description?,5
tifa160,mini-dalle,tifa160_52,coco_816278,4379690288,How consistent is the image with the text description?,4
tifa160,mini-dalle,tifa160_52,coco_816278,4387897261,How consistent is the image with the text description?,4
tifa160,mini-dalle,tifa160_52,coco_816278,4389767429,How consistent is the image with the text description?,3
tifa160,sd1dot5,tifa160_150,partiprompt_1108,4375840905,How consistent is the image with the text description?,5
tifa160,sd1dot5,tifa160_150,partiprompt_1108,4375843592,How consistent is the image with the text description?,5
tifa160,sd1dot5,tifa160_150,partiprompt_1108,4379690288,How consistent is the image with the text description?,5
tifa160,sd1dot5,tifa160_150,partiprompt_1108,4387897261,How consistent is the image with the text description?,5
tifa160,sd1dot5,tifa160_150,partiprompt_1108,4389767429,How consistent is the image with the text description?,5
tifa160,sd1dot5,tifa160_135,partiprompt_153,4375840905,How consistent is the image with the text description?,2
tifa160,sd1dot5,tifa160_135,partiprompt_153,4375843592,How consistent is the image with the text description?,2
tifa160,sd1dot5,tifa160_135,partiprompt_153,4379690288,How consistent is the image with the text description?,3
tifa160,sd1dot5,tifa160_135,partiprompt_153,4387897261,How consistent is the image with the text description?,3
tifa160,sd1dot5,tifa160_135,partiprompt_153,4389767429,How consistent is the image with the text description?,2
tifa160,sd1dot1,tifa160_138,partiprompt_532,4375840905,How consistent is the image with the text description?,4
tifa160,sd1dot1,tifa160_138,partiprompt_532,4375843592,How consistent is the image with the text description?,4
tifa160,sd1dot1,tifa160_138,partiprompt_532,4379690288,How consistent is the image with the text description?,4
tifa160,sd1dot1,tifa160_138,partiprompt_532,4387897261,How consistent is the image with the text description?,4
tifa160,sd1dot1,tifa160_138,partiprompt_532,4389767429,How consistent is the image with the text description?,4
tifa160,mini-dalle,tifa160_152,partiprompt_254,4375840905,How consistent is the image with the text description?,3
tifa160,mini-dalle,tifa160_152,partiprompt_254,4375843592,How consistent is the image with the text description?,5
tifa160,mini-dalle,tifa160_152,partiprompt_254,4379690288,How consistent is the image with the text description?,5
tifa160,mini-dalle,tifa160_152,partiprompt_254,4387897261,How consistent is the image with the text description?,4
tifa160,mini-dalle,tifa160_152,partiprompt_254,4389767429,How consistent is the image with the text description?,4
tifa160,mini-dalle,tifa160_82,coco_339729,4375840905,How consistent is the image with the text description?,5
tifa160,mini-dalle,tifa160_82,coco_339729,4375843592,How consistent is the image with the text description?,5
tifa160,mini-dalle,tifa160_82,coco_339729,4379690288,How consistent is the image with the text description?,5
tifa160,mini-dalle,tifa160_82,coco_339729,4387897261,How consistent is the image with the text description?,5
tifa160,mini-dalle,tifa160_82,coco_339729,4389767429,How consistent is the image with the text description?,5
tifa160,sd1dot1,tifa160_27,partiprompt_1136,4375840905,How consistent is the image with the text description?,5
tifa160,sd1dot1,tifa160_27,partiprompt_1136,4375843592,How consistent is the image with the text description?,5
tifa160,sd1dot1,tifa160_27,partiprompt_1136,4379690288,How consistent is the image with the text description?,4
tifa160,sd1dot1,tifa160_27,partiprompt_1136,4387897261,How consistent is the image with the text description?,5
tifa160,sd1dot1,tifa160_27,partiprompt_1136,4389767429,How consistent is the image with the text description?,5
tifa160,sd1dot5,tifa160_116,partiprompt_325,4375840905,How consistent is the image with the text description?,5
tifa160,sd1dot5,tifa160_116,partiprompt_325,4375843592,How consistent is the image with the text description?,5
tifa160,sd1dot5,tifa160_116,partiprompt_325,4379690288,How consistent is the image with the text description?,5
tifa160,sd1dot5,tifa160_116,partiprompt_325,4387897261,How consistent is the image with the text description?,5
tifa160,sd1dot5,tifa160_116,partiprompt_325,4389767429,How consistent is the image with the text description?,5
tifa160,sd2dot1,tifa160_120,paintskill_374,4375840905,How consistent is the image with the text description?,5
tifa160,sd2dot1,tifa160_120,paintskill_374,4375843592,How consistent is the image with the text description?,5
tifa160,sd2dot1,tifa160_120,paintskill_374,4379690288,How consistent is the image with the text description?,5
tifa160,sd2dot1,tifa160_120,paintskill_374,4387897261,How consistent is the image with the text description?,5
tifa160,sd2dot1,tifa160_120,paintskill_374,4389767429,How consistent is the image with the text description?,5
tifa160,sd1dot1,tifa160_78,coco_482435,4375840905,How consistent is the image with the text description?,4
tifa160,sd1dot1,tifa160_78,coco_482435,4375843592,How consistent is the image with the text description?,2
tifa160,sd1dot1,tifa160_78,coco_482435,4379690288,How consistent is the image with the text description?,3
tifa160,sd1dot1,tifa160_78,coco_482435,4387897261,How consistent is the image with the text description?,2
tifa160,sd1dot1,tifa160_78,coco_482435,4389767429,How consistent is the image with the text description?,2
tifa160,sd1dot1,tifa160_155,partiprompt_499,4375840905,How consistent is the image with the text description?,5
tifa160,sd1dot1,tifa160_155,partiprompt_499,4375843592,How consistent is the image with the text description?,5
tifa160,sd1dot1,tifa160_155,partiprompt_499,4379690288,How consistent is the image with the text description?,4
tifa160,sd1dot1,tifa160_155,partiprompt_499,4387897261,How consistent is the image with the text description?,5
tifa160,sd1dot1,tifa160_155,partiprompt_499,4389767429,How consistent is the image with the text description?,5
tifa160,vq-diffusion,tifa160_38,partiprompt_504,4375840905,How consistent is the image with the text description?,3
tifa160,vq-diffusion,tifa160_38,partiprompt_504,4375843592,How consistent is the image with the text description?,1
tifa160,vq-diffusion,tifa160_38,partiprompt_504,4379690288,How consistent is the image with the text description?,3
tifa160,vq-diffusion,tifa160_38,partiprompt_504,4387897261,How consistent is the image with the text description?,2
tifa160,vq-diffusion,tifa160_38,partiprompt_504,4389767429,How consistent is the image with the text description?,2
tifa160,mini-dalle,tifa160_7,coco_492730,4375840905,How consistent is the image with the text description?,4
tifa160,mini-dalle,tifa160_7,coco_492730,4375843592,How consistent is the image with the text description?,4
tifa160,mini-dalle,tifa160_7,coco_492730,4379690288,How consistent is the image with the text description?,4
tifa160,mini-dalle,tifa160_7,coco_492730,4387897261,How consistent is the image with the text description?,5
tifa160,mini-dalle,tifa160_7,coco_492730,4389767429,How consistent is the image with the text description?,3
tifa160,sd1dot1,tifa160_51,coco_494204,4375840905,How consistent is the image with the text description?,5
tifa160,sd1dot1,tifa160_51,coco_494204,4375843592,How consistent is the image with the text description?,5
tifa160,sd1dot1,tifa160_51,coco_494204,4379690288,How consistent is the image with the text description?,5
tifa160,sd1dot1,tifa160_51,coco_494204,4387897261,How consistent is the image with the text description?,4
tifa160,sd1dot1,tifa160_51,coco_494204,4389767429,How consistent is the image with the text description?,5
tifa160,sd1dot5,tifa160_83,coco_179805,4375840905,How consistent is the image with the text description?,3
tifa160,sd1dot5,tifa160_83,coco_179805,4375843592,How consistent is the image with the text description?,3
tifa160,sd1dot5,tifa160_83,coco_179805,4379690288,How consistent is the image with the text description?,3
tifa160,sd1dot5,tifa160_83,coco_179805,4387897261,How consistent is the image with the text description?,4
tifa160,sd1dot5,tifa160_83,coco_179805,4389767429,How consistent is the image with the text description?,3
tifa160,mini-dalle,tifa160_103,coco_572796,4375840905,How consistent is the image with the text description?,5
tifa160,mini-dalle,tifa160_103,coco_572796,4375843592,How consistent is the image with the text description?,4
tifa160,mini-dalle,tifa160_103,coco_572796,4379690288,How consistent is the image with the text description?,4
tifa160,mini-dalle,tifa160_103,coco_572796,4387897261,How consistent is the image with the text description?,4
tifa160,mini-dalle,tifa160_103,coco_572796,4389767429,How consistent is the image with the text description?,4
tifa160,mini-dalle,tifa160_87,coco_744388,4375840905,How consistent is the image with the text description?,3
tifa160,mini-dalle,tifa160_87,coco_744388,4375843592,How consistent is the image with the text description?,4
tifa160,mini-dalle,tifa160_87,coco_744388,4379690288,How consistent is the image with the text description?,5
tifa160,mini-dalle,tifa160_87,coco_744388,4387897261,How consistent is the image with the text description?,5
tifa160,mini-dalle,tifa160_87,coco_744388,4389767429,How consistent is the image with the text description?,4
tifa160,mini-dalle,tifa160_77,coco_511363,4375840905,How consistent is the image with the text description?,5
tifa160,mini-dalle,tifa160_77,coco_511363,4375843592,How consistent is the image with the text description?,5
tifa160,mini-dalle,tifa160_77,coco_511363,4379690288,How consistent is the image with the text description?,5
tifa160,mini-dalle,tifa160_77,coco_511363,4387897261,How consistent is the image with the text description?,5
tifa160,mini-dalle,tifa160_77,coco_511363,4389767429,How consistent is the image with the text description?,4
tifa160,vq-diffusion,tifa160_17,coco_138003,4375840905,How consistent is the image with the text description?,3
tifa160,vq-diffusion,tifa160_17,coco_138003,4375843592,How consistent is the image with the text description?,4
tifa160,vq-diffusion,tifa160_17,coco_138003,4379690288,How consistent is the image with the text description?,3
tifa160,vq-diffusion,tifa160_17,coco_138003,4387897261,How consistent is the image with the text description?,3
tifa160,vq-diffusion,tifa160_17,coco_138003,4389767429,How consistent is the image with the text description?,4
tifa160,sd1dot1,tifa160_85,coco_111485,4375840905,How consistent is the image with the text description?,4
tifa160,sd1dot1,tifa160_85,coco_111485,4375843592,How consistent is the image with the text description?,3
tifa160,sd1dot1,tifa160_85,coco_111485,4379690288,How consistent is the image with the text description?,3
tifa160,sd1dot1,tifa160_85,coco_111485,4387897261,How consistent is the image with the text description?,5
tifa160,sd1dot1,tifa160_85,coco_111485,4389767429,How consistent is the image with the text description?,4
tifa160,mini-dalle,tifa160_84,coco_130602,4375840905,How consistent is the image with the text description?,5
tifa160,mini-dalle,tifa160_84,coco_130602,4375843592,How consistent is the image with the text description?,4
tifa160,mini-dalle,tifa160_84,coco_130602,4379690288,How consistent is the image with the text description?,3
tifa160,mini-dalle,tifa160_84,coco_130602,4387897261,How consistent is the image with the text description?,5
tifa160,mini-dalle,tifa160_84,coco_130602,4389767429,How consistent is the image with the text description?,4
tifa160,sd1dot5,tifa160_122,partiprompt_611,4375840905,How consistent is the image with the text description?,5
tifa160,sd1dot5,tifa160_122,partiprompt_611,4375843592,How consistent is the image with the text description?,5
tifa160,sd1dot5,tifa160_122,partiprompt_611,4379690288,How consistent is the image with the text description?,4
tifa160,sd1dot5,tifa160_122,partiprompt_611,4387897261,How consistent is the image with the text description?,5
tifa160,sd1dot5,tifa160_122,partiprompt_611,4389767429,How consistent is the image with the text description?,4
tifa160,mini-dalle,tifa160_16,coco_226941,4375840905,How consistent is the image with the text description?,3
tifa160,mini-dalle,tifa160_16,coco_226941,4375843592,How consistent is the image with the text description?,3
tifa160,mini-dalle,tifa160_16,coco_226941,4379690288,How consistent is the image with the text description?,4
tifa160,mini-dalle,tifa160_16,coco_226941,4387897261,How consistent is the image with the text description?,4
tifa160,mini-dalle,tifa160_16,coco_226941,4389767429,How consistent is the image with the text description?,2
tifa160,vq-diffusion,tifa160_39,partiprompt_607,4375840905,How consistent is the image with the text description?,2
tifa160,vq-diffusion,tifa160_39,partiprompt_607,4375843592,How consistent is the image with the text description?,3
tifa160,vq-diffusion,tifa160_39,partiprompt_607,4379690288,How consistent is the image with the text description?,3
tifa160,vq-diffusion,tifa160_39,partiprompt_607,4387897261,How consistent is the image with the text description?,4
tifa160,vq-diffusion,tifa160_39,partiprompt_607,4389767429,How consistent is the image with the text description?,4
tifa160,vq-diffusion,tifa160_11,coco_680517,4375840905,How consistent is the image with the text description?,4
tifa160,vq-diffusion,tifa160_11,coco_680517,4375843592,How consistent is the image with the text description?,3
tifa160,vq-diffusion,tifa160_11,coco_680517,4379690288,How consistent is the image with the text description?,4
tifa160,vq-diffusion,tifa160_11,coco_680517,4387897261,How consistent is the image with the text description?,2
